student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
027590629,Erika Myers,10th,Silva High School,81.6,54.8,Public,991918
014513842,Tanya West,12th,Montgomery High School,50.9,47.7,Charter,893368
064052887,Brian Gutierrez,11th,Sullivan High School,54.5,53.0,Public,961125
098954634,Justin Garcia,9th,Odonnell High School,56.5,49.2,Public,959474
090110764,Danny Pratt,10th,Campbell High School,69.0,85.4,Charter,960726
094699427,Alicia Johnson,9th,Turner High School,,83.7,Public,956438
126520804,Robert Thomas,9th,Campbell High School,72.3,,Charter,960726
035745563,Linda Jarvis,10th,Woods High School,73.8,58.8,Public,912243
101333883,Cody Porter,9th,Green High School,93.6,60.2,Charter,832670
039369178,Joshua Jensen,11th,Green High School,74.7,53.9,Charter,832670
060503026,Victoria Swanson,10th,Turner High School,83.3,68.8,Public,956438
071128157,Stacy Jensen,11th,Green High School,90.8,47.1,Charter,832670
065560912,Julie Chapman,11th,Turner High School,61.0,52.9,Public,956438
093273925,Lisa Parker,10th,Turner High School,83.4,69.2,Public,956438
056671742,Cody Huffman,12th,Fisher High School,57.5,48.5,Public,817615
119572458,James Arnold,11th,Turner High School,31.3,56.9,Public,956438
079511669,Melanie Mills,11th,Richard High School,59.5,86.4,Charter,889699
015100403,Craig Bentley,9th,Chang High School,,69.4,Charter,840132
051117968,David Phillips,12th,Fisher High School,51.1,50.7,Public,817615
114651358,Gina Green,11th,Montgomery High School,69.3,65.7,Charter,893368
094580057,Rachel Ware,9th,Turner High School,90.5,67.7,Public,956438
124836367,Samuel Olson,11th,Silva High School,96.8,48.6,Public,991918
026872102,Shelly Hill,10th,Green High School,63.5,80.5,Charter,832670
015633585,Michele Cook,9th,Montgomery High School,80.5,96.6,Charter,893368
109256674,Carlos Hicks,11th,Green High School,75.6,34.9,Charter,832670
085613713,April Herring,10th,Wagner High School,76.0,,Public,846745
089841552,Nathaniel Harris,9th,Green High School,76.1,61.4,Charter,832670
090478956,Xavier Shaffer,11th,Green High School,84.0,56.9,Charter,832670
024956062,Michelle Johnson,10th,Fisher High School,64.7,54.9,Public,817615
055104236,Jessica Alvarado,10th,Montgomery High School,53.4,26.8,Charter,893368
083346299,Robert Gibson,9th,Wagner High School,,43.0,Public,846745
042328957,Maria Dougherty,12th,Silva High School,33.3,59.9,Public,991918
030469310,John Farley,11th,Fisher High School,,52.8,Public,817615
111269646,Jason Martinez,9th,Montgomery High School,52.8,83.7,Charter,893368
067548453,Rebecca Arnold,11th,Montgomery High School,82.9,63.3,Charter,893368
109564573,Rachel Ramsey,10th,Woods High School,86.0,67.8,Public,912243
032645941,John Delacruz,12th,Montgomery High School,62.7,32.8,Charter,893368
127118930,Carl Walker,11th,Chang High School,52.9,69.8,Charter,840132
058216642,Christian Johnson,9th,Woods High School,46.8,66.3,Public,912243
074889723,Joseph Trujillo,12th,Woods High School,66.8,96.8,Public,912243
107861841,Vicki Parks,9th,Montgomery High School,,46.5,Charter,893368
063464502,Ricky Cantu,12th,Fisher High School,59.4,71.9,Public,817615
098434950,Samuel Hall,12th,Bowers High School,60.6,52.5,Public,848324
045322374,Robert Rogers,10th,Richard High School,59.9,71.7,Charter,889699
068861595,Robin Johnson,9th,Sullivan High School,95.1,72.6,Public,961125
027733525,Brian Adkins,9th,Green High School,79.6,84.3,Charter,832670
107331795,Anna Browning,9th,Wagner High School,57.7,45.4,Public,846745
048941587,Scott Miller,9th,Odonnell High School,40.5,64.2,Public,959474
127191834,Crystal Petty,10th,Montgomery High School,,41.2,Charter,893368
055013877,Stephanie Brown,11th,Fisher High School,44.3,84.9,Public,817615
079751487,Francisco Gonzalez,11th,Green High School,82.9,47.5,Charter,832670
115418574,Russell Blackburn,9th,Dixon High School,77.6,70.1,Charter,870334
114015512,Veronica Brown,10th,Sullivan High School,91.9,52.1,Public,961125
036536852,Ruth Campbell,9th,Green High School,,64.0,Charter,832670
105502474,Chris Jones,9th,Wagner High School,81.2,50.6,Public,846745
100458222,Cynthia Hanna,12th,Woods High School,96.3,30.7,Public,912243
122239089,Julie Jones,11th,Dixon High School,68.8,74.2,Charter,870334
046244859,Mason Owen,11th,Green High School,90.1,61.0,Charter,832670
086105893,Dylan Gallegos,10th,Turner High School,62.8,73.5,Public,956438
060152930,Amy Weber,9th,Sullivan High School,75.0,91.0,Public,961125
080151759,Blake Hunter,10th,Richard High School,53.6,49.3,Charter,889699
119661385,Guy Pineda,11th,Green High School,93.6,67.3,Charter,832670
050704893,Jason Everett,12th,Woods High School,90.4,54.4,Public,912243
088901312,Crystal Hopkins,10th,Sullivan High School,64.6,56.0,Public,961125
106384141,Alicia Bishop,11th,Fisher High School,81.5,44.5,Public,817615
071999768,Christina Adams,9th,Sullivan High School,58.4,63.8,Public,961125
065395226,Kathryn Richardson,12th,Montgomery High School,30.4,63.2,Charter,893368
104153662,Cory Colon,10th,Silva High School,74.3,74.6,Public,991918
085089907,Cynthia Murphy,10th,Wagner High School,43.7,55.4,Public,846745
064377627,James Sanchez,11th,Campbell High School,74.2,53.3,Charter,960726
127909615,Michael Martin Jr.,12th,Montgomery High School,55.9,61.1,Charter,893368
054865327,Sean Farley,11th,Bowers High School,62.6,49.4,Public,848324
068724454,Jack Holt,9th,Turner High School,73.1,50.6,Public,956438
048665669,Lisa Quinn,11th,Bowers High School,74.1,34.1,Public,848324
067676655,Kenneth Taylor,9th,Green High School,72.5,76.9,Charter,832670
100958968,Samuel Schmidt,12th,Montgomery High School,55.4,52.8,Charter,893368
060347981,Beverly Andrews,10th,Green High School,56.0,70.5,Charter,832670
105787781,Ryan Braun,12th,Fisher High School,86.3,92.5,Public,817615
122894916,Margaret Mason,10th,Sullivan High School,99.1,,Public,961125
071630470,Michele Mueller,10th,Sullivan High School,84.5,62.5,Public,961125
071551795,Steven Avery,10th,Woods High School,66.1,58.2,Public,912243
103845447,Kim Burton,12th,Odonnell High School,,91.0,Public,959474
090194670,Wendy Nguyen,12th,Silva High School,81.7,50.6,Public,991918
035785374,Kristin Washington,11th,Montgomery High School,,77.0,Charter,893368
035152570,Bradley Andrews,11th,Green High School,90.8,60.7,Charter,832670
037704214,Jeffrey Stanton,12th,Silva High School,,54.1,Public,991918
043458208,Alan Obrien,9th,Fisher High School,90.4,47.6,Public,817615
124329531,Caitlin Pena,9th,Green High School,71.9,90.5,Charter,832670
010905409,Eric Porter,10th,Campbell High School,87.6,81.5,Charter,960726
044427636,Jennifer Davis,10th,Woods High School,59.0,64.0,Public,912243
129495635,Bonnie Mitchell,9th,Odonnell High School,89.7,66.2,Public,959474
049516351,Timothy Collins,9th,Woods High School,56.7,65.9,Public,912243
010566194,Carl Williams,9th,Green High School,81.7,96.5,Charter,832670
087713323,Ryan Hart,10th,Sullivan High School,90.5,55.2,Public,961125
117273995,Ronald Lyons,9th,Chang High School,52.1,44.9,Charter,840132
100268247,Jessica Williams,12th,Richard High School,71.0,53.8,Charter,889699
057092689,Deborah Taylor,9th,Green High School,64.5,52.4,Charter,832670
024012605,Lindsay Li,9th,Woods High School,34.8,70.5,Public,912243
057609810,Christopher Martinez,10th,Green High School,61.2,76.6,Charter,832670
033913740,Mark Martin,9th,Odonnell High School,69.5,74.3,Public,959474
122037401,Jessica Reed,10th,Turner High School,78.4,14.5,Public,956438
010234688,Kimberly Russo,10th,Silva High School,78.1,40.0,Public,991918
049597105,Steven Barnes,12th,Bowers High School,81.0,65.4,Public,848324
089221114,James Mcdonald,9th,Green High School,82.8,71.0,Charter,832670
041077089,Patrick Ortiz,11th,Montgomery High School,82.3,78.3,Charter,893368
076847239,Randall Chen,11th,Bowers High School,99.3,62.4,Public,848324
051080435,Hannah Macdonald,11th,Odonnell High School,66.8,71.9,Public,959474
071848589,Michelle Smith,11th,Green High School,,71.2,Charter,832670
090794436,David Allen,10th,Montgomery High School,50.7,40.7,Charter,893368
114450070,Sarah Marshall,12th,Wagner High School,75.7,60.6,Public,846745
023805143,Ann Lopez,12th,Montgomery High School,82.1,78.3,Charter,893368
108454891,Sonia Taylor,10th,Campos High School,78.8,51.5,Public,957299
013403746,Joshua Romero,11th,Woods High School,67.2,70.7,Public,912243
076043606,Aaron Zimmerman,9th,Silva High School,95.8,65.2,Public,991918
050361676,Jennifer Nguyen,12th,Dixon High School,77.2,51.2,Charter,870334
124526350,Joseph Mercado,10th,Silva High School,89.2,15.5,Public,991918
102543067,Denise Barton,9th,Green High School,64.6,85.7,Charter,832670
018846816,David Conway,12th,Woods High School,74.3,59.5,Public,912243
110223560,Brittany Martin,10th,Silva High School,83.8,76.7,Public,991918
108299289,Traci Tran,10th,Turner High School,75.8,75.6,Public,956438
082516952,Jesse Walker,10th,Green High School,,54.3,Charter,832670
110561921,Mathew Rodriguez,12th,Chang High School,75.8,55.5,Charter,840132
120382543,Sarah Lyons,12th,Bowers High School,93.8,,Public,848324
121791256,Justin Williams,12th,Silva High School,66.3,50.2,Public,991918
033088002,Robert Reed,9th,Green High School,58.8,61.0,Charter,832670
046743664,Theresa Johnson,10th,Fisher High School,69.1,53.9,Public,817615
023400713,Ashley Cross,12th,Wagner High School,62.4,52.1,Public,846745
115633919,Curtis Lee,10th,Turner High School,54.4,74.0,Public,956438
010245091,Justin Clark,11th,Fisher High School,69.1,56.9,Public,817615
073068972,Taylor Dunlap,11th,Fisher High School,39.0,36.2,Public,817615
035125439,Debbie Peck,9th,Dixon High School,86.3,68.8,Charter,870334
098720389,Teresa Allen,10th,Montgomery High School,64.4,48.3,Charter,893368
109972259,Amanda Davis,10th,Wagner High School,50.6,71.5,Public,846745
111218862,Bradley Wilson,12th,Bowers High School,70.5,75.4,Public,848324
012828131,Laura Reyes,9th,Woods High School,71.4,59.7,Public,912243
120618864,Christine Steele,10th,Turner High School,,61.5,Public,956438
101527547,Todd Harris,12th,Fisher High School,43.6,53.0,Public,817615
120757356,David Ramirez,12th,Wagner High School,72.8,79.8,Public,846745
075283030,Randy Simpson,12th,Turner High School,84.9,78.6,Public,956438
030938838,April Frost,9th,Campos High School,,84.3,Public,957299
069465631,Aaron Scott,9th,Dixon High School,62.1,87.7,Charter,870334
094539985,Jean Curtis,11th,Sullivan High School,54.8,56.1,Public,961125
036834664,Sarah Knight,10th,Turner High School,87.2,86.6,Public,956438
121459624,Jessica Newman,10th,Dixon High School,59.9,71.2,Charter,870334
110930057,Jesus Jenkins,10th,Turner High School,73.2,85.3,Public,956438
035558844,Whitney Rodriguez,11th,Wagner High School,84.6,75.4,Public,846745
041077597,Karen Moore,9th,Turner High School,,63.0,Public,956438
011184740,John Nelson,12th,Sullivan High School,59.4,74.4,Public,961125
074037232,Juan Watson,12th,Woods High School,77.1,25.2,Public,912243
109281649,Robert Shelton,9th,Campos High School,62.4,57.4,Public,957299
105379513,Matthew Marquez,12th,Wagner High School,70.6,81.2,Public,846745
082830366,Cheryl Lopez,9th,Dixon High School,92.9,,Charter,870334
048115478,Melissa Snyder,12th,Montgomery High School,48.6,66.1,Charter,893368
033669489,Christopher Hayes,12th,Dixon High School,76.7,57.5,Charter,870334
118297093,Katrina Perry,11th,Green High School,84.3,66.5,Charter,832670
097124449,Mark Pearson,12th,Dixon High School,79.5,,Charter,870334
032112306,Edward Jackson,9th,Fisher High School,88.6,95.7,Public,817615
035502023,Timothy Hawkins,11th,Montgomery High School,93.5,53.9,Charter,893368
013588629,Jeffrey Young,10th,Campos High School,88.9,78.8,Public,957299
082121978,Maria Glass,11th,Richard High School,,91.7,Charter,889699
041279560,Diana Kelley,11th,Dixon High School,85.5,77.4,Charter,870334
012394924,Sarah Sanchez,10th,Odonnell High School,43.0,49.2,Public,959474
012147003,Christian King,9th,Dixon High School,72.0,93.5,Charter,870334
011472656,Jordan Chavez,10th,Fisher High School,82.3,75.5,Public,817615
101282646,Michael Watts,12th,Bowers High School,78.4,83.8,Public,848324
079583066,Charles Glover,9th,Odonnell High School,74.4,77.6,Public,959474
119374931,Vincent Pollard,10th,Campos High School,61.3,65.9,Public,957299
011890649,Kevin Rodriguez,9th,Sullivan High School,78.2,,Public,961125
070623501,Virginia Meza,9th,Sullivan High School,,44.6,Public,961125
066449294,Jenna Davis,11th,Montgomery High School,60.2,61.4,Charter,893368
043481806,Daniel Cohen,10th,Wagner High School,,72.1,Public,846745
043449262,Alicia Ross,10th,Montgomery High School,96.6,56.5,Charter,893368
067165247,Cameron Gutierrez,9th,Wagner High School,87.6,71.4,Public,846745
123669658,Suzanne Bates,10th,Sullivan High School,84.9,46.5,Public,961125
054835661,Lucas Walton,9th,Sullivan High School,89.4,83.5,Public,961125
077432135,Tabitha Baker,9th,Woods High School,76.1,69.5,Public,912243
047673513,Angela Johnson,9th,Turner High School,91.8,60.5,Public,956438
071997605,Colin Garcia,10th,Silva High School,68.8,60.0,Public,991918
023288980,Tommy Snyder,9th,Green High School,65.3,70.4,Charter,832670
023761834,Kristina Nichols,11th,Dixon High School,81.3,71.7,Charter,870334
054717954,Todd Hanna,9th,Green High School,59.0,59.0,Charter,832670
058066203,Justin Benton,11th,Dixon High School,95.4,81.3,Charter,870334
093421052,Garrett Robles,11th,Dixon High School,81.6,61.9,Charter,870334
106612211,Chelsea Singh,10th,Montgomery High School,81.3,20.1,Charter,893368
040388656,Richard Brown,10th,Campos High School,77.5,65.7,Public,957299
021733084,Joyce Thompson,10th,Green High School,54.7,65.2,Charter,832670
109167802,Charles Anderson,10th,Fisher High School,79.8,86.5,Public,817615
068165592,Corey Lambert,9th,Wagner High School,91.6,50.3,Public,846745
110818917,Eric Smith,10th,Woods High School,58.0,74.0,Public,912243
020979315,Brad Stevenson,11th,Green High School,81.9,60.9,Charter,832670
051180458,Nancy Jordan,9th,Wagner High School,97.5,49.3,Public,846745
104057247,Alexander Mclaughlin,9th,Silva High School,,71.3,Public,991918
108066551,Pamela Clarke,9th,Wagner High School,89.9,68.8,Public,846745
078851618,Aaron Warren,12th,Montgomery High School,58.2,48.1,Charter,893368
061232820,Bryan Owen,11th,Montgomery High School,88.1,60.3,Charter,893368
074816945,Sabrina Rodriguez,11th,Green High School,99.6,55.6,Charter,832670
115462193,Max Mack,9th,Montgomery High School,55.3,84.1,Charter,893368
014917668,Michele Brewer,12th,Montgomery High School,57.5,82.8,Charter,893368
032662364,Eric Atkins,9th,Silva High School,34.6,92.0,Public,991918
111418989,Vanessa Miller,10th,Silva High School,89.6,56.2,Public,991918
114580681,Derrick Brown,10th,Wagner High School,47.1,,Public,846745
110625443,Catherine Frank,10th,Turner High School,77.9,49.8,Public,956438
081142165,Dakota Erickson,9th,Turner High School,74.5,48.0,Public,956438
045947416,Matthew Mclaughlin,9th,Green High School,63.3,82.9,Charter,832670
097054030,Reginald Acevedo,11th,Green High School,91.9,51.4,Charter,832670
114499374,Ann Graham,9th,Sullivan High School,60.1,99.5,Public,961125
034723492,Daniel Branch,10th,Silva High School,87.2,39.0,Public,991918
102903474,Amanda Daniels,9th,Sullivan High School,84.4,20.7,Public,961125
036827422,Michael Anderson,10th,Wagner High School,67.0,54.9,Public,846745
099448563,Robert Foley,9th,Campbell High School,95.0,45.4,Charter,960726
110616591,Melissa Tran,12th,Odonnell High School,69.7,63.6,Public,959474
078119499,Valerie Dickson,11th,Turner High School,90.2,23.4,Public,956438
074066216,Jordan Daniels,12th,Bowers High School,74.8,67.7,Public,848324
069868607,Tiffany Lopez,9th,Turner High School,69.5,64.7,Public,956438
074260944,Pamela Graham,9th,Montgomery High School,82.4,96.8,Charter,893368
031062635,Kevin Bell,12th,Silva High School,,76.4,Public,991918
029842391,Stephen Hansen,10th,Chang High School,,69.2,Charter,840132
067099151,Robert Phillips,10th,Wagner High School,46.9,64.7,Public,846745
026279404,Luis Lutz,10th,Dixon High School,57.3,68.1,Charter,870334
034525205,Holly Chaney,11th,Campbell High School,22.0,54.8,Charter,960726
115575530,Molly Stewart,11th,Green High School,,72.5,Charter,832670
056561881,Ariana Phillips,9th,Sullivan High School,78.2,59.6,Public,961125
059722180,Adam Turner,9th,Sullivan High School,63.4,54.6,Public,961125
063517271,Mia Sims,12th,Wagner High School,66.7,69.2,Public,846745
068367277,Benjamin Holden,11th,Dixon High School,74.1,76.3,Charter,870334
039450210,Benjamin Garcia,9th,Campos High School,58.8,51.3,Public,957299
112222747,Leslie Norris,10th,Montgomery High School,76.2,53.7,Charter,893368
033585123,Richard Lawrence,9th,Dixon High School,86.2,61.5,Charter,870334
062071556,Steven Harvey,11th,Campos High School,79.4,83.8,Public,957299
049511628,Nancy Mcclure,9th,Dixon High School,76.9,57.5,Charter,870334
025379664,Stephen Cummings,10th,Silva High School,86.3,47.1,Public,991918
038037184,Ryan Mccormick,12th,Green High School,80.7,42.2,Charter,832670
055456227,Dana Johnson,11th,Fisher High School,43.9,32.6,Public,817615
106754292,Sherri Sullivan,10th,Woods High School,55.6,56.4,Public,912243
116955227,Kathryn Holland,10th,Montgomery High School,55.4,27.5,Charter,893368
099869757,Robert Price,9th,Montgomery High School,68.5,39.0,Charter,893368
055168476,Charles Snyder,10th,Woods High School,70.4,71.3,Public,912243
053308461,Jason Miller,10th,Campbell High School,97.0,77.6,Charter,960726
097173720,Patricia Bauer,9th,Green High School,79.2,59.5,Charter,832670
072464085,Brandon Thomas,10th,Campbell High School,50.4,80.1,Charter,960726
087079766,Katie Snow,10th,Green High School,77.9,67.0,Charter,832670
087779574,Karen Edwards,11th,Bowers High School,85.0,36.1,Public,848324
010947807,Joseph Rogers,10th,Wagner High School,,56.1,Public,846745
084153892,Raymond Mejia,9th,Dixon High School,67.2,72.2,Charter,870334
061929926,Teresa White,10th,Turner High School,,58.7,Public,956438
082559540,Ariana Clark,10th,Green High School,,58.1,Charter,832670
047008722,Christine Jones,10th,Dixon High School,91.9,92.4,Charter,870334
125463894,Tonya Bradford,11th,Montgomery High School,97.7,89.4,Charter,893368
016994456,Troy Lamb,10th,Wagner High School,,66.3,Public,846745
110423865,Michael Cain,12th,Dixon High School,86.7,52.6,Charter,870334
122054468,Jessica Anderson,10th,Fisher High School,65.9,71.5,Public,817615
085017050,Kerry Dorsey,12th,Richard High School,68.0,59.4,Charter,889699
109404992,Morgan Kelley,9th,Fisher High School,92.4,85.1,Public,817615
016214990,Carrie Johnson,10th,Montgomery High School,61.8,49.5,Charter,893368
068690643,Desiree Calderon,12th,Silva High School,17.1,73.3,Public,991918
049856891,Timothy Sexton,9th,Wagner High School,79.8,77.8,Public,846745
084105277,Robert Smith,12th,Montgomery High School,75.7,61.1,Charter,893368
049321177,Michael Dominguez,12th,Silva High School,48.8,73.2,Public,991918
112771078,Michael Johnson,10th,Fisher High School,64.3,50.6,Public,817615
056411122,Victoria Norris,9th,Green High School,69.3,73.6,Charter,832670
039287412,Tammy Howard,9th,Montgomery High School,79.1,,Charter,893368
038219070,Willie Lee,10th,Campos High School,82.0,64.1,Public,957299
127096337,Kendra Dixon,11th,Montgomery High School,77.2,69.7,Charter,893368
065836840,Allen Dixon,11th,Wagner High School,76.8,70.8,Public,846745
080852582,Crystal Williams,10th,Wagner High School,65.6,63.9,Public,846745
022951580,Shawn Brown,10th,Turner High School,75.9,58.9,Public,956438
011002958,Rebecca Callahan,11th,Montgomery High School,72.4,63.0,Charter,893368
039336677,Andrea Schwartz,12th,Woods High School,77.9,46.3,Public,912243
020658267,John Stone,12th,Green High School,53.2,58.8,Charter,832670
110650890,Rebecca Parks,12th,Montgomery High School,57.9,79.6,Charter,893368
028770875,Anthony Jones,12th,Silva High School,41.9,48.7,Public,991918
071652432,Tyler Morris,11th,Montgomery High School,82.9,60.2,Charter,893368
123315685,Latoya Jones,9th,Green High School,63.5,86.1,Charter,832670
019718558,Andrea Phillips,10th,Dixon High School,61.4,73.2,Charter,870334
065220692,Deborah Silva,11th,Sullivan High School,70.7,53.7,Public,961125
019524483,Zachary Roberts,11th,Bowers High School,88.9,58.4,Public,848324
064799894,Jacob Cooper,12th,Silva High School,72.2,67.0,Public,991918
011024884,Chelsea Santos,12th,Green High School,87.1,,Charter,832670
026792839,Anita Brown,9th,Silva High School,47.2,70.0,Public,991918
031240583,Jeffrey Richmond,12th,Wagner High School,83.5,57.6,Public,846745
039437628,Veronica Mayo,11th,Bowers High School,,27.9,Public,848324
026185381,Jennifer Bridges,10th,Woods High School,41.8,72.1,Public,912243
021552854,Carol Morrison,10th,Silva High School,73.9,69.3,Public,991918
022923000,Beth King,9th,Campos High School,62.2,43.8,Public,957299
078760356,Steven Norris,9th,Fisher High School,90.8,84.9,Public,817615
111760006,Kimberly Miller,10th,Montgomery High School,43.3,41.7,Charter,893368
047836596,Megan Harris,11th,Richard High School,28.2,63.5,Charter,889699
121388685,Emily Reyes,9th,Silva High School,55.8,69.2,Public,991918
120046724,Gregory Huber,10th,Dixon High School,41.1,68.4,Charter,870334
025997871,Johnathan Hardin,12th,Bowers High School,66.9,34.3,Public,848324
118207575,Lisa Hansen,10th,Woods High School,59.3,77.4,Public,912243
061117246,Stephanie Sanders,12th,Montgomery High School,46.6,84.6,Charter,893368
031106850,William Pineda,9th,Silva High School,83.3,92.3,Public,991918
037141084,Tina Little,10th,Wagner High School,37.4,80.5,Public,846745
128131000,John Williams,11th,Fisher High School,83.5,89.1,Public,817615
013359104,Brandi Martinez,9th,Green High School,78.9,40.3,Charter,832670
093962993,Alexander Chapman,11th,Wagner High School,90.9,60.7,Public,846745
089505827,Jean Harvey,9th,Silva High School,48.5,65.3,Public,991918
018259034,Brian Everett,10th,Green High School,88.3,65.5,Charter,832670
112997140,Jill Hill,12th,Dixon High School,92.2,45.5,Charter,870334
116234113,Shelly French,10th,Green High School,75.1,62.8,Charter,832670
010752173,Jesse Miller,12th,Bowers High School,92.7,41.4,Public,848324
115658509,Michael Martinez,12th,Chang High School,81.4,,Charter,840132
021510401,Don Turner,10th,Fisher High School,52.6,,Public,817615
097464439,John Baker,11th,Campbell High School,96.1,48.3,Charter,960726
083775394,Jeffrey Brooks,10th,Dixon High School,68.8,61.8,Charter,870334
024609681,Sandra Ramirez,12th,Montgomery High School,63.8,61.3,Charter,893368
123507134,Cheyenne Webb,11th,Campbell High School,72.9,70.6,Charter,960726
046271220,Daniel White,12th,Woods High School,86.6,57.8,Public,912243
084967790,Jeremy Warner,12th,Odonnell High School,71.6,70.3,Public,959474
084400736,Lisa Kelly,11th,Sullivan High School,65.3,56.2,Public,961125
126174056,Terri Goodman,9th,Bowers High School,49.2,41.2,Public,848324
112256331,Brett Sims,12th,Montgomery High School,,60.7,Charter,893368
099754684,Justin Gates,12th,Montgomery High School,56.9,73.1,Charter,893368
059368379,John Serrano,10th,Wagner High School,,61.9,Public,846745
022051134,Madison Garcia,11th,Turner High School,55.9,63.0,Public,956438
016453984,Rhonda Richard,10th,Turner High School,84.7,43.7,Public,956438
053187161,Jacob Gordon,9th,Sullivan High School,88.4,38.1,Public,961125
025689891,Joanne Garcia,11th,Green High School,72.7,61.4,Charter,832670
037080831,Melanie Golden,10th,Dixon High School,71.4,86.5,Charter,870334
076405448,Vincent Vincent,10th,Green High School,80.0,67.2,Charter,832670
119150362,Christopher Gonzales,11th,Green High School,75.0,,Charter,832670
128752324,Casey Day,12th,Campos High School,66.1,,Public,957299
033943066,Lydia Williams,9th,Fisher High School,81.4,65.6,Public,817615
088478528,Amber Bryant,10th,Silva High School,79.8,34.9,Public,991918
044101664,Emily Morrison,9th,Dixon High School,86.8,58.7,Charter,870334
029115633,Michael Vazquez,9th,Sullivan High School,59.4,31.4,Public,961125
073791692,Tiffany Ayala,10th,Richard High School,75.4,75.8,Charter,889699
086989860,Nathaniel Williams,11th,Bowers High School,82.3,54.5,Public,848324
104845394,Cody Allen,11th,Campos High School,68.3,70.8,Public,957299
085398410,Justin Bradshaw II,11th,Montgomery High School,97.1,59.6,Charter,893368
054587922,Christopher Robinson,9th,Wagner High School,69.5,63.2,Public,846745
108643903,Paige Torres,9th,Campos High School,40.5,61.5,Public,957299
100481082,Miranda Ellis,11th,Montgomery High School,70.1,65.2,Charter,893368
115237836,Hannah Turner,10th,Fisher High School,79.6,80.8,Public,817615
127482653,Belinda Nelson,10th,Woods High School,68.2,54.6,Public,912243
083434444,Laura Smith,11th,Silva High School,74.7,82.5,Public,991918
080296517,Jared Bryant,9th,Wagner High School,63.0,41.6,Public,846745
012466179,Kyle Rogers,12th,Bowers High School,84.6,85.5,Public,848324
117839041,Ernest Roberson,12th,Montgomery High School,57.4,62.8,Charter,893368
079523770,Andrea Miller,9th,Green High School,48.7,95.1,Charter,832670
046891956,Derek Davis,10th,Dixon High School,39.3,59.6,Charter,870334
067460285,Tara Morris,10th,Green High School,97.5,60.3,Charter,832670
071377076,Katherine Hill,11th,Odonnell High School,,86.7,Public,959474
120143449,Craig Green,11th,Green High School,87.0,46.2,Charter,832670
121128625,Thomas Marshall,12th,Bowers High School,,52.4,Public,848324
062936154,Brandon Martinez,10th,Dixon High School,54.1,73.4,Charter,870334
022198343,David Gomez,11th,Turner High School,54.6,44.1,Public,956438
050068568,Scott Carr,11th,Fisher High School,,61.8,Public,817615
102458699,Alyssa Mueller,9th,Dixon High School,49.8,69.4,Charter,870334
083120431,Joe Hess,9th,Woods High School,91.0,76.8,Public,912243
014927111,Anna Jones,10th,Green High School,,,Charter,832670
026173762,Jared Dillon,12th,Sullivan High School,82.3,59.5,Public,961125
018616619,Darin Mcguire,10th,Green High School,69.3,49.1,Charter,832670
039231235,Jonathan King,9th,Campbell High School,85.5,39.3,Charter,960726
026149783,Eugene Stone,10th,Green High School,59.9,73.2,Charter,832670
086537911,Ana Blankenship,10th,Woods High School,59.2,51.8,Public,912243
115129041,Chad Mcgee,12th,Dixon High School,73.5,46.6,Charter,870334
014196081,Gabriel Marshall,9th,Silva High School,75.5,76.7,Public,991918
124170735,Frank Wilson,11th,Green High School,76.5,58.4,Charter,832670
027025738,Jacob Pierce,10th,Fisher High School,,33.3,Public,817615
032626902,Laura Dominguez,12th,Bowers High School,61.3,72.8,Public,848324
022114408,Katie Edwards,11th,Montgomery High School,64.0,70.1,Charter,893368
014332463,Troy Miller,9th,Wagner High School,95.4,72.0,Public,846745
048967998,Kyle Mendoza,10th,Silva High School,82.0,51.4,Public,991918
125537636,Christopher Cummings,10th,Wagner High School,71.2,74.7,Public,846745
081135978,Michael Boyer,11th,Green High School,98.5,72.0,Charter,832670
052996926,Joshua Hartman,12th,Wagner High School,81.5,68.6,Public,846745
119191431,Nicholas Weber,9th,Odonnell High School,85.8,86.0,Public,959474
052891681,Terri Proctor,11th,Bowers High School,79.5,72.3,Public,848324
127942740,Jason Freeman,10th,Wagner High School,82.7,69.4,Public,846745
075211138,Kenneth Torres,11th,Dixon High School,,60.8,Charter,870334
040613703,Joshua Freeman,9th,Wagner High School,82.1,65.6,Public,846745
039772189,Derrick Lam,9th,Bowers High School,,54.8,Public,848324
102963786,Gail Jones,11th,Fisher High School,84.6,57.9,Public,817615
069614165,Annette Nichols,10th,Green High School,71.0,59.8,Charter,832670
100972766,Kevin Taylor,9th,Silva High School,72.5,58.8,Public,991918
064055350,Paul Johnson,11th,Dixon High School,96.5,60.7,Charter,870334
054242319,Robin Miller,9th,Wagner High School,75.5,54.3,Public,846745
104561364,Lindsey Hart,11th,Fisher High School,50.9,41.6,Public,817615
095695310,Stephen Lamb,9th,Sullivan High School,82.9,65.7,Public,961125
069918201,Nicholas Green,9th,Dixon High School,63.3,80.7,Charter,870334
129403931,Casey Valdez,11th,Wagner High School,61.1,80.5,Public,846745
087025985,Henry Jones,12th,Wagner High School,63.8,49.4,Public,846745
127443074,Amanda Garcia,10th,Dixon High School,92.3,91.9,Charter,870334
020021849,William Ellis,10th,Wagner High School,76.7,74.4,Public,846745
055912389,Marissa Parsons,12th,Montgomery High School,37.1,53.8,Charter,893368
113578393,Michael Roy,9th,Wagner High School,74.1,59.2,Public,846745
