student_id,student_name,grade,school_name,reading_score,math_score,school_type
097388502,Christopher Villarreal,11th,Campos High School,83.5,62.4,Public
106965191,Stephanie Graves,11th,Campos High School,66.4,72.0,Public
073523899,Elizabeth Monroe,10th,Montgomery High School,78.5,29.7,Public
127019657,Nancy Shaffer,9th,Turner High School,73.5,90.8,Public
014418772,Samuel Myers,9th,Montgomery High School,90.4,59.4,Public
120182400,Lisa Sullivan,12th,Campbell High School,76.0,69.7,Public
102968011,Michele Barton,11th,Montgomery High School,71.4,79.0,Public
027459087,Emily Kline,12th,Silva High School,42.9,80.9,Public
061675898,Ashley Whitney,12th,Fisher High School,81.6,72.5,Public
045555015,Kathryn Davenport,12th,Green High School,66.6,44.9,Public
030166341,Dawn Ochoa,12th,Turner High School,67.5,72.8,Public
054254404,Kevin Coffey,9th,Silva High School,94.4,47.1,Public
033505417,Tina Austin,10th,Campbell High School,98.5,88.8,Public
067156816,Brittany Mccullough,11th,Turner High School,54.0,,Public
099103264,Terry Mack,10th,Wagner High School,77.5,92.1,Public
046466035,Christopher Hill,9th,Montgomery High School,88.1,49.6,Public
109702474,Debra Fitzgerald,12th,Richard High School,93.8,81.8,Charter
062447371,Johnathan Lee,12th,Fisher High School,67.4,,Public
060456885,Jennifer Mcdonald,11th,Turner High School,80.7,77.2,Public
088140319,Alexis Arnold,10th,Campos High School,80.5,78.6,Public
068685674,Jerry Jones,12th,Fisher High School,,68.7,Public
110636597,Brooke Rodriguez,12th,Fisher High School,86.1,,Public
031163712,Brenda Perry,9th,Green High School,75.5,90.0,Public
129609463,Christy Martinez,11th,Fisher High School,49.1,55.3,Public
115688087,Ricky Pitts,11th,Green High School,81.9,46.9,Public
071732996,David Chapman,11th,Campbell High School,,66.4,Public
105858911,Misty Perkins,10th,Fisher High School,84.6,60.9,Public
122796328,Jesus Holt,12th,Fisher High School,73.4,47.4,Public
023042993,Craig Giles,12th,Richard High School,71.4,70.6,Charter
022390659,Ryan Klein,12th,Turner High School,63.4,35.5,Public
026164904,Wanda Tran,9th,Turner High School,,92.6,Public
113027776,Stephen Williams,10th,Turner High School,97.8,70.1,Public
049479472,Troy Guerra,10th,Turner High School,59.3,61.5,Public
022436979,Kelly Schroeder,10th,Fisher High School,87.3,54.9,Public
048861560,Natalie Mcdonald,12th,Campbell High School,77.4,73.2,Public
113595143,Laura Crawford,12th,Richard High School,69.9,77.5,Charter
041257155,Erica Smith,11th,Fisher High School,52.5,54.7,Public
099101266,Jose Gordon,9th,Silva High School,84.4,53.3,Public
043622979,Jennifer Johnson,12th,Campbell High School,80.6,66.0,Public
068758527,Veronica Martin,10th,Fisher High School,87.0,83.2,Public
062319894,Mark Butler,9th,Turner High School,70.6,78.2,Public
128216462,Tyler Callahan,12th,Chang High School,48.3,,Public
053879204,Michael Shaw,9th,Silva High School,91.9,88.7,Public
038835344,Victor Coleman,11th,Fisher High School,71.1,49.8,Public
035699156,John Waller,10th,Fisher High School,80.8,70.8,Public
034048957,Jessica Fisher,12th,Chang High School,61.9,72.7,Public
069315626,Paul Sims,10th,Campbell High School,92.4,66.9,Public
123471037,Savannah Werner,10th,Richard High School,76.4,67.9,Charter
104189584,Matthew Richmond,9th,Turner High School,,97.1,Public
077209287,Heidi Simpson,12th,Chang High School,56.1,77.0,Public
076655256,Jason Dyer,11th,Turner High School,79.9,76.8,Public
091841184,Natalie Sanchez,10th,Richard High School,53.9,46.2,Charter
035363097,Krystal Kline,12th,Bowers High School,73.1,53.7,Public
060001777,Katherine Hernandez,9th,Fisher High School,,65.3,Public
022329332,Bruce Swanson,11th,Bowers High School,73.3,73.0,Public
099778330,Todd Williams,10th,Montgomery High School,81.6,,Public
022951629,Michael Keller,10th,Bowers High School,58.4,61.9,Public
106148730,Michael Adams,11th,Chang High School,86.0,84.8,Public
029173675,Kenneth Webb,12th,Chang High School,59.7,70.0,Public
083567285,Joseph Nguyen,10th,Fisher High School,,64.5,Public
080236496,Franklin Woods,10th,Campbell High School,73.7,99.1,Public
057017774,John Owens,9th,Montgomery High School,91.9,37.9,Public
062649043,Robert Kelly,12th,Chang High School,70.9,67.0,Public
084796699,Nathan Parker,11th,Silva High School,98.6,65.1,Public
013126476,Mark Powell,12th,Chang High School,64.8,84.1,Public
044638726,Travis Moore,9th,Turner High School,90.1,78.8,Public
113604681,James Moore,11th,Bowers High School,77.5,81.7,Public
028910677,Lori Tran,10th,Campbell High School,68.7,37.7,Public
064516239,Jose Taylor,11th,Fisher High School,53.9,49.0,Public
047532175,Jessica Jones,12th,Fisher High School,93.6,69.4,Public
095639208,Deborah Lambert,11th,Bowers High School,82.9,,Public
129516844,Jason Taylor,10th,Campbell High School,83.3,53.0,Public
093657994,Carl Martin,10th,Campbell High School,70.1,60.0,Public
074263064,Kristen Lopez,10th,Campos High School,79.5,,Public
045086872,Loretta Cruz,12th,Richard High School,,90.6,Charter
049433900,Pamela Mann,11th,Green High School,62.7,78.9,Public
023636341,Adrian Alvarez,9th,Wagner High School,,47.0,Public
079291280,Benjamin Decker,12th,Green High School,98.1,59.5,Public
101829313,Jeremy Smith,11th,Odonnell High School,83.6,34.4,Public
106777208,Charles Hays,12th,Fisher High School,64.3,26.9,Public
079116200,Jacob Duran,9th,Green High School,74.9,72.6,Public
092605073,Kathryn Hill,10th,Turner High School,62.2,66.1,Public
119546992,Frank Benton,9th,Turner High School,63.5,,Public
047735040,Wesley Munoz,9th,Turner High School,,71.6,Public
101654698,Evan Maxwell,12th,Chang High School,64.5,62.7,Public
038041332,Arthur Reyes,11th,Montgomery High School,62.5,66.0,Public
117079584,Paula Scott,10th,Turner High School,82.1,,Public
082781350,Kelly Ashley,12th,Richard High School,70.5,59.9,Charter
016890217,Jessica Lee,10th,Turner High School,73.8,57.6,Public
103407924,Laura Cortez,9th,Chang High School,88.2,50.2,Public
019222918,Christopher Collins,11th,Turner High School,91.8,49.9,Public
099552158,Audrey Castro,12th,Fisher High School,66.4,64.5,Public
019955065,Mason Lee,11th,Turner High School,92.5,36.1,Public
110862332,Michael Monroe,12th,Campbell High School,63.1,44.9,Public
046314815,Susan Gregory,12th,Richard High School,,69.5,Charter
075856247,Teresa Rogers,12th,Chang High School,49.9,57.0,Public
112399599,Anthony King,12th,Bowers High School,,48.4,Public
038683622,Tammy Pace,12th,Richard High School,65.3,80.8,Charter
058104398,Vickie Smith,11th,Silva High School,73.5,51.8,Public
069402788,Jason Williams,11th,Wagner High School,92.6,18.1,Public
085199211,Savannah Odom,11th,Turner High School,57.6,39.1,Public
119963012,Brandy Bennett,11th,Chang High School,60.7,55.9,Public
063348071,Douglas Jackson,11th,Fisher High School,44.6,67.0,Public
045131581,Erin Wells,10th,Fisher High School,83.6,54.2,Public
070692956,Scott Barker,9th,Turner High School,82.0,81.5,Public
095351861,Joanne Haley,12th,Silva High School,68.5,67.8,Public
026923239,Jose Wilkins,9th,Turner High School,80.5,67.6,Public
100268247,Jessica Williams,10th,Campbell High School,72.9,89.4,Public
120159116,Kyle Choi,10th,Wagner High School,,72.7,Public
075664895,Taylor Johnson,9th,Turner High School,83.4,74.7,Public
127489410,Ryan Holden,11th,Campbell High School,75.0,55.4,Public
073329792,Robert Warner,10th,Richard High School,48.3,64.2,Charter
127993485,Chelsey Howard,12th,Richard High School,59.1,71.1,Charter
079709918,Richard Pham,9th,Montgomery High School,89.4,46.2,Public
050521979,Shelley Berg,11th,Turner High School,84.2,50.4,Public
029937837,Kathy Collins,12th,Campos High School,90.0,73.6,Public
036930678,William Taylor,11th,Turner High School,87.1,60.1,Public
129617507,Anthony Nelson,9th,Fisher High School,90.2,57.4,Public
104383432,Paul Wheeler,12th,Chang High School,44.3,53.3,Public
125850096,Christine Nelson,11th,Turner High School,91.8,53.9,Public
016026670,Christopher Taylor,10th,Campbell High School,72.6,58.5,Public
038272583,Patrick Miller,12th,Bowers High School,63.6,78.0,Public
110670029,Michael Andrade,10th,Fisher High School,93.0,56.8,Public
048877091,Kaitlyn Williams,11th,Richard High School,58.4,93.2,Charter
069507696,David Stanley,9th,Chang High School,60.0,86.0,Public
125166573,Edward Cruz,9th,Sullivan High School,63.7,36.6,Public
086429883,Christina Williams,10th,Campbell High School,88.3,64.5,Public
056622733,Carolyn Everett,10th,Richard High School,,54.3,Charter
011877138,Charles Stephenson,9th,Turner High School,75.7,86.5,Public
027424520,Patrick Donaldson,9th,Montgomery High School,72.7,72.9,Public
042342771,Scott Figueroa,10th,Campos High School,36.2,87.2,Public
048464776,Natasha Mcclain,11th,Richard High School,94.0,62.6,Charter
117118445,Sarah Mcclure,11th,Richard High School,82.7,54.6,Charter
040883818,Andrew Pace,11th,Turner High School,80.6,40.2,Public
021694534,Meghan Cherry,9th,Turner High School,30.0,76.5,Public
056653278,Daniel Alvarado,11th,Turner High School,74.7,18.3,Public
010163267,David Henderson,9th,Montgomery High School,96.4,90.1,Public
109010292,Stephanie Hardy,10th,Richard High School,60.6,49.6,Charter
068543965,Robert Lowe,9th,Campbell High School,,67.9,Public
116812603,Susan Snyder,9th,Green High School,,63.6,Public
070929043,Anthony Johnson,11th,Richard High School,75.7,62.3,Charter
069112353,Lisa Burke,12th,Turner High School,50.1,54.3,Public
103778459,Shannon Walker,12th,Fisher High School,81.4,55.5,Public
042200729,Matthew Martinez,12th,Richard High School,88.7,90.3,Charter
064101314,Donald Crosby,11th,Chang High School,82.4,70.8,Public
014575217,Jason Mullen,12th,Campbell High School,54.8,,Public
063194364,Kevin Middleton,10th,Turner High School,65.0,58.0,Public
028140913,Heather Valdez,9th,Green High School,63.2,51.2,Public
078304589,Daniel Brown,10th,Fisher High School,72.6,62.7,Public
122771770,Jacob Roy,11th,Odonnell High School,77.1,78.7,Public
081446696,Isabel Rodriguez,12th,Odonnell High School,51.0,92.0,Public
080359399,Michael Gonzalez,11th,Fisher High School,79.9,60.2,Public
049433900,Pamela Mann,11th,Green High School,62.7,78.9,Public
093875268,Dalton West,11th,Richard High School,54.1,84.3,Charter
079563413,Adam Middleton,12th,Green High School,81.1,66.5,Public
104621385,Travis Edwards,11th,Turner High School,97.8,92.9,Public
066473862,Andrea Larson,10th,Campos High School,66.4,71.4,Public
122409709,Elijah Mills,10th,Fisher High School,77.4,40.8,Public
095478692,Steven Guzman,12th,Bowers High School,70.6,26.4,Public
101335140,Jeremy Graves,11th,Fisher High School,99.2,35.9,Public
093252292,Bradley Kent,11th,Chang High School,98.1,68.5,Public
010859128,Brian Wood,11th,Turner High School,76.8,90.6,Public
041881835,Michelle Navarro,10th,Richard High School,46.6,38.1,Charter
013434621,Donna Baker,9th,Chang High School,80.5,77.5,Public
090288081,Jennifer Morales,10th,Montgomery High School,92.6,42.2,Public
107732653,Angela Bush,9th,Woods High School,78.6,32.9,Public
087479586,David Alvarez,12th,Richard High School,86.0,85.5,Charter
013426435,Richard Smith,11th,Montgomery High School,58.8,92.6,Public
032008025,James Garcia,12th,Fisher High School,,46.6,Public
128923276,Daniel Johnson,10th,Turner High School,63.0,71.7,Public
077326050,Melanie Meyer,9th,Richard High School,65.9,30.7,Charter
119457492,Roberta Sims,10th,Woods High School,60.0,52.2,Public
019878728,Ashley Roman,12th,Richard High School,78.6,75.4,Charter
092049914,Jimmy Norton,9th,Turner High School,81.3,73.7,Public
121443258,Michael Drake,9th,Fisher High School,84.8,54.1,Public
126554650,Rita Rivers,11th,Richard High School,80.7,45.8,Charter
046868439,John Taylor,9th,Chang High School,72.4,69.2,Public
057441162,Heather Hoffman,10th,Campbell High School,84.1,80.4,Public
062095668,Charles Benton,11th,Fisher High School,50.5,60.5,Public
029604982,Philip Austin,12th,Green High School,82.2,13.9,Public
038244906,Heather Gonzales,10th,Turner High School,86.4,66.7,Public
042809706,Christopher Warren,11th,Silva High School,83.6,78.9,Public
042136055,Brittany Ware,9th,Turner High School,83.0,53.0,Public
022621247,Yesenia Harvey,10th,Fisher High School,73.0,69.5,Public
129642501,Andrea Johnson,9th,Turner High School,80.6,83.7,Public
119836330,Jerry Hernandez,11th,Fisher High School,60.3,52.1,Public
026429432,Sandra Anderson,10th,Fisher High School,65.2,69.9,Public
058305333,Cynthia Huynh,9th,Turner High School,86.5,93.7,Public
127955287,Rachel Dunn,9th,Sullivan High School,,39.5,Public
014215807,Jason White,10th,Campos High School,84.8,76.6,Public
042828253,Christy Patrick,9th,Silva High School,83.1,83.9,Public
129138031,Shannon Bentley,11th,Campos High School,40.2,85.7,Public
099083944,Alisha Reid,12th,Turner High School,47.5,50.8,Public
078519811,Martin Taylor,11th,Wagner High School,36.0,98.4,Public
069923814,Lawrence Taylor,12th,Green High School,81.8,16.8,Public
082330057,Sean Zimmerman,11th,Turner High School,67.6,64.7,Public
076200119,Brandon Harris,11th,Richard High School,50.6,65.4,Charter
101036973,Charles Gonzalez,9th,Montgomery High School,85.2,61.7,Public
089841552,Nathaniel Harris,11th,Campos High School,,98.4,Public
075427977,Stephanie Garcia,11th,Turner High School,,68.4,Public
094911260,Natalie Duke,9th,Turner High School,83.9,71.3,Public
034819937,Jack Stuart,11th,Silva High School,77.3,56.3,Public
045022263,Eric Patterson,9th,Turner High School,63.3,90.9,Public
022734008,Erika Miller,11th,Bowers High School,66.5,79.7,Public
115813522,Justin Chan,9th,Silva High School,,74.9,Public
094939129,Victor Alvarez,11th,Green High School,52.7,38.2,Public
024467975,Michael Wagner,12th,Turner High School,44.1,46.3,Public
034041569,Michael Perez,10th,Richard High School,75.6,74.7,Charter
018329100,Renee Hudson,12th,Green High School,,65.8,Public
022193102,Ashley Perez,9th,Chang High School,87.0,69.2,Public
093374811,Christopher Smith,11th,Odonnell High School,78.6,70.4,Public
046236430,Karen Bailey,12th,Chang High School,69.0,52.5,Public
051401658,Stephen Graham,11th,Odonnell High School,58.9,49.3,Public
112033318,Jennifer Clay,10th,Richard High School,74.3,32.3,Charter
081299225,Adriana Chandler,12th,Green High School,48.7,61.2,Public
012224230,Lisa Williams,12th,Richard High School,75.9,94.1,Charter
100311615,Jill Rubio,11th,Fisher High School,82.9,47.4,Public
058000751,Dawn Phillips,9th,Turner High School,96.7,72.7,Public
073189097,Evan Rios,10th,Turner High School,61.2,77.9,Public
077337641,Gerald Gray,10th,Fisher High School,82.3,69.5,Public
097685917,Jonathan Andrade,10th,Fisher High School,100.0,91.0,Public
076002016,Manuel Thomas,11th,Turner High School,86.8,79.1,Public
025773396,Danielle Martin,10th,Campbell High School,85.6,80.5,Public
023373921,Claudia Wright,12th,Richard High School,76.7,70.8,Charter
010544802,Jordan Conner,11th,Silva High School,85.0,82.0,Public
091436609,Stephen Curtis,11th,Fisher High School,70.7,61.3,Public
104549836,Julie Wallace,11th,Montgomery High School,90.9,55.5,Public
014760187,Emily Hunter,12th,Green High School,58.4,38.9,Public
085061912,David Torres,9th,Fisher High School,80.6,41.4,Public
052766855,Destiny Marshall,10th,Campos High School,83.5,56.9,Public
096584860,James Stewart,12th,Turner High School,53.3,28.7,Public
076450312,Steven Olsen,11th,Turner High School,82.3,53.6,Public
121754332,Michael Lucero,12th,Montgomery High School,67.4,56.6,Public
105001946,Jessica Mills,12th,Richard High School,89.2,71.5,Charter
066517184,William Montgomery,12th,Turner High School,68.3,57.2,Public
072439832,Aaron Salinas,12th,Campos High School,77.2,72.9,Public
051169424,Daniel Lucas,12th,Sullivan High School,72.6,61.8,Public
047251650,Stephanie Jenkins,12th,Fisher High School,72.2,70.9,Public
111569249,Ralph Bartlett,12th,Turner High School,50.5,75.9,Public
070405716,Timothy Woods,10th,Turner High School,77.0,62.6,Public
113676460,Chris Green,10th,Sullivan High School,91.5,57.5,Public
116856517,Ashley Long,9th,Turner High School,87.0,79.4,Public
077225261,Curtis Huffman,12th,Green High School,57.7,55.1,Public
016971505,Amanda Li,12th,Campos High School,84.4,57.3,Public
127118930,Carl Walker,10th,Campbell High School,69.1,72.7,Public
059257053,Alexander Brown,10th,Odonnell High School,75.7,69.0,Public
118550329,John Cordova,11th,Green High School,74.6,,Public
045445248,Eddie Hughes,11th,Richard High School,95.8,57.3,Charter
108283169,Christopher Phillips,10th,Fisher High School,82.8,57.8,Public
017085270,Keith Mendoza,12th,Bowers High School,70.8,54.9,Public
046405944,Mackenzie Spencer,11th,Silva High School,,76.5,Public
012727562,Kevin Banks,12th,Fisher High School,69.7,63.3,Public
079962250,Tony Hubbard,11th,Chang High School,,45.5,Public
055041645,Jessica Barton,11th,Campos High School,68.5,89.7,Public
119112562,George Murray,12th,Bowers High School,86.5,65.4,Public
127814137,Becky Edwards,11th,Fisher High School,50.7,42.3,Public
059318280,Michelle Barnett,9th,Fisher High School,91.0,77.9,Public
096124660,Erik Harrington,11th,Bowers High School,97.6,88.9,Public
117561649,Steven Jones,10th,Campbell High School,89.9,60.4,Public
089771486,William Lopez,10th,Fisher High School,94.4,87.0,Public
125619680,Jacob Robbins,12th,Turner High School,32.5,58.8,Public
086736482,Joshua Smith,10th,Montgomery High School,64.1,39.8,Public
055085591,Kenneth Fry,10th,Campbell High School,85.3,97.6,Public
084726601,Andrew Skinner,11th,Chang High School,84.1,61.2,Public
105454302,Anthony Conley,12th,Chang High School,68.1,79.9,Public
087154924,Elizabeth Horne,11th,Richard High School,86.7,68.1,Charter
047398238,Clifford Gomez,10th,Campos High School,56.1,69.3,Public
105992372,Elizabeth Edwards,12th,Bowers High School,78.7,72.7,Public
079762968,Melissa Hess,10th,Richard High School,93.9,60.8,Charter
088695408,Matthew Mills,12th,Richard High School,67.7,90.0,Charter
110370536,Kristin Walker,9th,Turner High School,63.0,58.5,Public
104343689,Kayla Davis,9th,Turner High School,73.3,63.3,Public
087310577,James Weiss,11th,Chang High School,93.1,51.7,Public
074943960,James Atkins,12th,Bowers High School,68.7,65.9,Public
127636344,Paul Williams,12th,Fisher High School,93.9,,Public
047559611,Amber Hodges,11th,Dixon High School,,58.2,Charter
125421603,Shelia Hall,12th,Richard High School,90.1,83.5,Charter
028228385,Michael Johnson,12th,Fisher High School,70.1,63.9,Public
026813420,Diane Matthews,11th,Fisher High School,79.8,42.9,Public
031702649,Keith Randall,12th,Fisher High School,,85.3,Public
013084453,Joy Young,11th,Green High School,67.6,49.0,Public
126582826,Cheryl Schultz,10th,Wagner High School,69.9,,Public
074565652,Cheryl Blankenship,11th,Richard High School,,65.2,Charter
122569319,George Randall,11th,Turner High School,94.7,29.2,Public
103691442,Laura Russell,12th,Fisher High School,66.7,31.8,Public
129380300,Leslie House,12th,Campbell High School,,89.6,Public
023673223,Donna Jenkins,12th,Montgomery High School,,40.9,Public
041635188,Crystal Carr,11th,Turner High School,96.5,22.3,Public
110087382,Raymond Garcia,11th,Turner High School,86.4,51.4,Public
036875649,Sheila Torres,11th,Fisher High School,93.0,36.3,Public
036538782,Sabrina Davis,9th,Fisher High School,68.6,,Public
033183046,Paul Weiss,10th,Campos High School,69.7,46.4,Public
116593980,Sara Baker,12th,Chang High School,41.7,69.4,Public
066939801,Michael Johnston,11th,Chang High School,85.9,73.3,Public
082780791,Jose Clayton,12th,Bowers High School,52.8,70.4,Public
100799062,Peter Webster,9th,Montgomery High School,77.5,70.3,Public
068842886,Kathryn Johnson,11th,Fisher High School,69.4,57.5,Public
032216105,Nicolas Small,11th,Turner High School,93.4,50.7,Public
080861997,Brenda Mcpherson,9th,Montgomery High School,93.0,93.2,Public
062769538,Nicholas Tanner,9th,Campos High School,79.6,53.3,Public
050886232,Michelle Osborne,10th,Campbell High School,,87.2,Public
017714868,Stephanie Rodriguez,10th,Montgomery High School,48.9,75.4,Public
112055435,Arthur White,12th,Turner High School,52.5,71.3,Public
085325616,Rebecca Murphy,12th,Montgomery High School,91.1,58.0,Public
106725137,Ivan Norton,11th,Richard High School,75.1,43.7,Charter
108536405,Chad Chambers,9th,Fisher High School,89.2,66.0,Public
107859387,Meagan Boyle,10th,Richard High School,70.4,,Charter
114113993,Jesse Cruz,12th,Campbell High School,,60.2,Public
053619118,Brian Johnson,9th,Turner High School,66.0,73.4,Public
127003058,Haley Barrera,11th,Campos High School,79.9,69.6,Public
015062787,Deborah Wood,12th,Chang High School,42.9,50.3,Public
014379073,Heather Everett,11th,Campos High School,65.5,63.4,Public
093960393,Richard Thomas,9th,Turner High School,74.2,79.4,Public
086245889,Tara Johnston,12th,Chang High School,46.4,60.0,Public
079338949,Kimberly Sanchez,9th,Campos High School,89.0,56.2,Public
060219019,Elizabeth Parker,12th,Turner High School,,61.9,Public
122104033,Dawn Ramirez,11th,Wagner High School,97.6,86.5,Public
090827390,Michael Woods,9th,Montgomery High School,83.6,62.0,Public
108010837,Cynthia Mitchell,9th,Turner High School,,69.3,Public
103302045,David Arias,9th,Fisher High School,84.0,53.1,Public
067442876,Anthony James,12th,Montgomery High School,79.6,93.6,Public
094998762,Morgan Goodwin,12th,Richard High School,,68.5,Charter
106830996,James Kelly,9th,Chang High School,83.2,,Public
058552225,Daniel Gill,11th,Fisher High School,70.4,56.1,Public
088714305,James Roberts,12th,Bowers High School,86.3,57.1,Public
010687154,Margaret Harvey,12th,Richard High School,91.4,68.8,Charter
107469214,James Torres,12th,Campos High School,65.7,58.4,Public
020888778,Anna Taylor,9th,Chang High School,75.0,70.2,Public
022493501,Steven Cowan,10th,Turner High School,82.8,55.9,Public
037886271,Justin Nunez,9th,Montgomery High School,97.2,91.0,Public
114976143,Sandra Mcmillan,12th,Turner High School,,67.6,Public
077759041,Valerie Baker,9th,Turner High School,,84.2,Public
120502608,Casey Olson,11th,Turner High School,,56.4,Public
064350518,Lisa Collins,12th,Campbell High School,95.8,62.7,Public
019023793,Crystal Jensen,12th,Green High School,75.1,43.2,Public
074385890,Mark Archer,11th,Richard High School,85.4,55.5,Charter
081951233,Jason Nichols,9th,Green High School,71.3,64.0,Public
010952083,Gerald Hernandez,10th,Fisher High School,69.1,38.6,Public
076535693,Thomas Garcia,11th,Fisher High School,94.8,38.4,Public
126341818,Jamie Chandler,9th,Woods High School,47.1,65.0,Public
111662560,Debra Nelson,12th,Chang High School,58.0,65.7,Public
094367788,Heather Campbell,12th,Woods High School,78.6,56.7,Public
112294458,Barry Velasquez,11th,Wagner High School,42.5,43.0,Public
118160984,Gene Brown,9th,Chang High School,84.6,96.7,Public
121127189,Mariah Martin,9th,Campbell High School,69.7,,Public
017150846,Philip Olson,9th,Richard High School,70.2,41.7,Charter
125405140,Sally Cox,10th,Campbell High School,66.6,,Public
045251791,Rhonda Combs,10th,Wagner High School,83.7,39.5,Public
026635417,Pamela May,10th,Fisher High School,64.0,81.6,Public
066294287,Allison Mccarthy,11th,Fisher High School,95.6,61.2,Public
046384395,Sabrina Ryan,9th,Green High School,65.7,99.2,Public
108051980,Paul Compton,10th,Fisher High School,68.1,44.4,Public
046135557,Edward Stevens,9th,Campos High School,66.6,64.6,Public
010448212,Pamela Heath,10th,Silva High School,58.9,83.8,Public
092172360,Richard Flores,12th,Fisher High School,90.5,82.6,Public
035034232,Jacqueline Mathis,9th,Turner High School,79.1,91.2,Public
025709292,Pamela Cooper,10th,Montgomery High School,57.4,55.6,Public
101307482,Mary Velez,12th,Turner High School,,25.2,Public
053404268,Colleen Garrison,10th,Fisher High School,66.8,55.7,Public
029921704,David Strong,10th,Richard High School,50.9,,Charter
128216912,Judith Hernandez,9th,Richard High School,51.1,44.6,Charter
023637227,Crystal Rodriguez,11th,Fisher High School,74.0,42.9,Public
029930805,Jimmy King,9th,Silva High School,,82.8,Public
101807186,Laura Preston,12th,Green High School,79.9,6.3,Public
075890698,Brianna Jacobs,9th,Fisher High School,57.1,50.0,Public
125436009,Pamela Arroyo,10th,Richard High School,87.5,58.7,Charter
074769445,Suzanne Little,10th,Turner High School,64.3,71.1,Public
020240921,Emily Robertson,10th,Fisher High School,47.2,60.8,Public
128500903,Theresa Ortega,12th,Bowers High School,71.6,32.2,Public
104191420,Kevin Patel,11th,Turner High School,99.8,64.8,Public
011971898,Kimberly Cochran,10th,Campbell High School,,44.6,Public
113084418,James Boyd,12th,Richard High School,75.6,79.4,Charter
109212443,Alicia Maxwell,9th,Chang High School,62.7,96.9,Public
099863575,Tiffany Smith,12th,Bowers High School,79.6,59.1,Public
110349703,Dennis White,10th,Turner High School,56.6,69.4,Public
030075801,Garrett Watts,10th,Bowers High School,58.9,97.8,Public
100501043,Todd Murphy,12th,Campbell High School,92.1,76.3,Public
088420385,Javier Young,11th,Fisher High School,93.8,35.5,Public
025750568,Michael Yates,9th,Silva High School,99.9,74.3,Public
058276019,Gary Clark,10th,Richard High School,43.1,49.4,Charter
127805104,Thomas Jones,9th,Turner High School,53.3,98.7,Public
087441048,Lisa May,10th,Turner High School,76.8,79.4,Public
103547460,Dawn Gray,11th,Bowers High School,77.2,56.0,Public
101105587,Marco Lee,10th,Montgomery High School,,41.9,Public
126109487,Jamie Gonzalez,11th,Fisher High School,,43.8,Public
128757170,Robert Curry,9th,Turner High School,69.6,,Public
105858911,Misty Perkins,10th,Fisher High School,84.6,60.9,Public
099379441,Andrew Waller,10th,Wagner High School,,60.5,Public
022941642,Jerry Mcdowell,9th,Fisher High School,86.6,82.6,Public
043629626,Joel Wang,9th,Sullivan High School,75.8,,Public
016571879,Gina Jackson,10th,Fisher High School,69.8,51.6,Public
010619973,Taylor Armstrong,12th,Richard High School,72.0,91.3,Charter
113204308,Alicia Edwards,9th,Campbell High School,81.4,,Public
078538724,Fernando Walker,9th,Campos High School,88.0,76.7,Public
094053115,Jonathan Huff,9th,Silva High School,93.5,79.8,Public
108360370,Renee Hicks,12th,Richard High School,63.5,65.7,Charter
028643216,Tammie Obrien,10th,Turner High School,,92.8,Public
065556832,Mary Zuniga,9th,Chang High School,87.3,71.3,Public
012650257,Robert Hernandez,9th,Montgomery High School,82.1,62.9,Public
032001543,Tammy Boyd,11th,Campbell High School,73.6,60.5,Public
077125947,Monica Davis,11th,Fisher High School,95.6,49.9,Public
108650941,George Lopez,9th,Woods High School,91.0,45.8,Public
046678140,Melissa Howard,11th,Campos High School,54.9,72.1,Public
110357805,Jason Rice,10th,Campbell High School,90.8,58.9,Public
047818019,Todd Rosales,12th,Bowers High School,89.8,81.0,Public
039469696,Anna Moses,12th,Green High School,70.4,33.3,Public
122140796,Michael Johns,9th,Turner High School,,75.2,Public
061278648,Samuel Hurley,9th,Turner High School,91.0,73.9,Public
047423093,Kristina Wells,10th,Fisher High School,83.7,76.3,Public
036231131,Felicia Hale,12th,Fisher High School,89.8,32.5,Public
069484777,Kevin Collins,10th,Richard High School,82.4,56.4,Charter
106888100,Kelly Rollins,10th,Odonnell High School,,75.0,Public
127733328,Brian Cooper,11th,Campbell High School,62.5,48.6,Public
023851333,Hailey Nelson,11th,Turner High School,72.9,86.6,Public
127145181,Patrick Davis,10th,Campbell High School,80.1,83.5,Public
054708675,Stephen Harris,11th,Chang High School,88.3,79.6,Public
090328378,Henry Delacruz,11th,Green High School,71.4,,Public
098578214,Teresa Roberts,10th,Campbell High School,78.6,77.3,Public
055456227,Dana Johnson,9th,Campos High School,83.8,52.5,Public
043647899,Denise Velez,12th,Turner High School,75.6,58.7,Public
118712400,Jasmine Wright,12th,Turner High School,75.9,55.9,Public
043165818,Mark Hall,11th,Richard High School,72.1,44.3,Charter
112189783,Shannon Gates,12th,Chang High School,67.0,59.3,Public
058116687,Tonya Ingram,11th,Richard High School,86.7,68.0,Charter
036139851,Louis Ruiz,12th,Green High School,67.1,49.2,Public
114711696,Christine West,9th,Fisher High School,73.7,82.9,Public
047776737,Cristian Jimenez,12th,Campbell High School,84.6,75.2,Public
079638898,Stephanie Williams,12th,Campbell High School,85.3,86.7,Public
109545136,Nancy Clark,9th,Turner High School,78.1,91.8,Public
117993246,Christine Smith,10th,Turner High School,80.9,80.7,Public
127706627,Deborah Anderson,9th,Turner High School,56.7,56.5,Public
051681135,Jennifer Davis,12th,Fisher High School,74.0,73.5,Public
